N,P,K,temperature,humidity,ph,rainfall,label
105.56,20.25,53.82,29.51,89.82,6.36,20.7,muskmelon
15.1,16.28,6.32,19.84,87.21,6.66,97.53,orange
88.54,59.89,27.22,22.78,54.42,6.39,100.18,maize
85.93,67.21,58.97,29.73,79.1,6.1,122.01,banana
90.25,49.54,42.79,23.56,80.23,6.8,193.83,jute
97.42,23.64,28.23,21.14,67.86,6.87,140.1,coffee
59.14,59.86,27.66,32.73,47.58,6.85,91.1,blackgram
31.62,39.04,19.25,28.91,63.9,3.69,55.18,mothbeans
100.59,12.44,46.47,33.31,90.16,6.19,30.24,muskmelon
37.01,63.7,19.39,32.31,69.43,7.04,47.27,blackgram
17.71,134.38,203.28,19.5,81.42,5.91,31.19,grapes
26.71,130.02,205.0,17.55,91.23,6.04,71.33,grapes
111.73,29.81,34.3,24.22,69.1,6.98,94.74,cotton
19.25,127.99,205.0,25.91,82.48,6.18,67.47,grapes
26.94,67.93,26.09,29.68,46.31,5.83,168.95,pigeonpeas
24.3,18.3,6.54,19.54,100.0,7.57,87.64,orange
14.5,65.7,19.89,27.41,54.49,3.5,52.26,mothbeans
19.3,24.76,31.44,30.45,44.13,5.8,94.68,mango
79.25,35.45,45.51,20.35,76.93,7.17,177.91,jute
13.82,28.17,32.34,33.93,50.08,5.27,85.14,mango
17.48,65.83,17.81,16.43,58.95,6.99,29.54,lentil
29.56,46.57,21.41,25.43,61.08,3.5,74.38,mothbeans
22.52,48.6,17.19,25.36,89.19,6.89,58.3,mungbean
46.78,67.66,59.42,40.11,80.15,6.92,156.09,papaya
21.58,14.87,19.86,25.21,92.51,6.97,106.54,orange
108.73,95.14,39.67,27.45,78.87,6.09,88.85,banana
14.83,18.04,24.5,20.31,95.66,6.28,194.76,coconut
20.11,37.01,22.92,27.76,53.74,5.64,64.86,mango
23.21,48.79,15.82,34.72,59.4,6.84,59.7,blackgram
79.14,50.67,23.04,20.05,84.23,5.86,63.7,maize
97.3,13.47,52.44,31.09,99.87,7.1,25.87,muskmelon
44.7,71.99,16.13,29.69,56.57,6.76,93.34,blackgram
102.81,40.1,50.99,23.0,75.62,6.92,111.0,jute
112.43,78.41,60.94,27.79,81.48,6.27,88.89,banana
27.51,19.38,8.23,23.18,88.86,7.54,109.96,orange
14.3,66.55,17.82,21.1,50.93,7.02,50.37,lentil
77.43,58.65,20.97,23.27,73.41,7.27,81.26,maize
15.82,48.82,14.21,24.98,83.42,6.1,62.06,mungbean
116.25,42.87,43.41,28.33,88.5,7.41,66.65,cotton
99.37,38.92,48.74,26.73,81.61,7.2,50.25,cotton
101.31,31.68,32.5,22.12,47.68,6.99,145.08,coffee
14.1,41.84,23.48,26.09,70.43,7.08,50.39,mungbean
22.33,66.18,26.18,19.37,20.06,5.95,101.07,kidneybeans
30.43,52.37,88.41,18.37,14.0,6.92,108.45,chickpea
25.18,52.73,21.44,27.1,95.77,6.82,84.15,mungbean
18.42,16.37,46.56,19.82,92.55,5.53,116.61,pomegranate
13.3,60.33,13.43,25.93,83.94,6.6,44.69,lentil
21.47,74.26,15.71,26.55,57.31,7.35,47.1,lentil
75.39,32.63,35.25,20.1,83.47,6.79,119.09,rice
87.49,22.17,52.65,23.48,71.27,5.86,47.81,watermelon
94.17,43.95,53.61,23.39,89.01,7.23,242.34,jute
17.98,13.47,30.58,18.89,87.73,7.41,126.25,pomegranate
18.9,72.52,10.91,28.96,53.77,6.84,59.65,lentil
23.31,51.45,14.02,32.1,64.46,6.8,62.38,blackgram
20.45,143.29,205.0,20.6,82.34,6.33,78.99,grapes
13.57,26.71,25.47,27.57,57.03,5.63,91.8,mango
77.66,43.39,26.22,22.96,80.2,6.17,212.4,rice
72.11,48.49,36.98,28.35,80.55,6.31,152.58,jute
97.66,79.02,43.25,27.68,79.08,6.04,88.02,banana
117.75,33.96,43.84,23.36,78.19,6.95,85.23,cotton
90.94,52.11,26.03,25.48,84.62,6.72,115.49,jute
33.2,76.84,73.92,13.19,14.0,7.26,77.94,chickpea
24.37,18.93,30.05,30.08,93.23,5.28,190.39,coconut
23.99,50.96,14.71,26.23,92.21,6.86,58.89,mungbean
14.16,65.09,21.12,25.19,56.47,6.29,196.66,pigeonpeas
107.15,83.03,56.51,26.09,79.45,6.3,114.71,banana
120.6,72.35,49.46,28.22,80.98,5.99,32.98,banana
12.96,82.12,26.22,19.26,50.44,6.67,46.79,lentil
12.44,48.41,21.43,25.05,82.12,6.82,69.61,mungbean
52.08,54.83,55.75,31.7,95.77,6.64,141.53,papaya
14.05,57.44,29.98,25.02,16.66,5.45,109.99,kidneybeans
98.36,20.37,37.99,21.25,85.52,7.01,46.47,watermelon
23.55,17.53,40.79,23.44,87.29,5.66,175.91,coconut
14.99,62.48,22.49,17.25,19.98,5.7,77.01,kidneybeans
63.93,42.69,21.22,26.14,58.22,5.42,80.5,maize
23.65,23.75,34.88,27.12,52.11,7.15,106.68,mango
24.3,136.8,197.5,22.01,84.43,6.11,71.23,grapes
14.65,47.48,11.14,25.78,55.85,3.5,48.37,mothbeans
52.47,63.23,49.36,32.48,96.12,6.08,129.88,papaya
16.07,19.03,8.12,21.08,90.48,7.64,106.38,orange
83.24,47.5,27.39,23.62,81.75,6.54,255.47,rice
24.73,27.37,31.97,20.95,97.51,6.14,197.17,coconut
36.41,56.68,17.63,28.71,60.86,7.39,84.78,blackgram
19.49,66.1,23.1,17.06,56.87,6.91,20.0,lentil
93.67,18.99,59.77,29.77,88.77,7.14,53.49,watermelon
23.34,27.76,30.01,35.03,48.72,5.9,110.38,mango
32.99,31.3,35.15,34.49,63.97,6.13,106.37,mango
16.81,47.88,13.65,24.16,46.27,5.77,146.26,pigeonpeas
17.06,16.43,29.43,19.0,90.17,6.27,105.97,pomegranate
14.54,33.62,21.48,25.1,88.12,6.54,51.23,mungbean
22.44,51.97,20.35,21.02,19.03,6.23,111.02,kidneybeans
16.62,48.89,13.42,29.26,54.75,3.5,39.34,mothbeans
15.07,5.0,23.76,31.63,94.5,6.21,143.55,coconut
32.06,63.42,22.2,23.14,21.7,5.98,144.08,kidneybeans
65.88,52.52,40.82,22.74,82.27,6.88,206.72,rice
16.1,42.14,19.83,27.44,79.81,7.8,58.49,mungbean
67.79,60.5,46.34,22.71,82.3,6.52,150.35,rice
22.79,16.17,43.51,23.74,78.9,5.06,115.45,pomegranate
84.69,42.09,42.2,26.56,82.78,6.24,143.47,jute
22.76,65.69,19.17,24.5,51.95,7.5,51.91,lentil
18.09,63.18,16.89,25.99,50.9,3.5,55.62,mothbeans
15.83,55.7,12.26,28.72,54.64,5.94,152.79,pigeonpeas
24.17,12.31,37.21,13.86,92.84,6.8,112.15,pomegranate
16.94,50.96,19.2,29.14,42.34,3.5,56.07,mothbeans
39.59,65.61,18.08,25.12,50.54,6.59,67.56,blackgram
70.64,60.44,40.66,35.28,88.6,6.74,172.25,papaya
99.53,19.5,28.98,27.78,57.18,6.93,135.78,coffee
92.89,87.48,53.09,29.12,74.1,6.39,91.54,banana
10.83,24.57,40.39,31.5,50.64,6.21,94.25,mango
34.79,72.69,84.28,18.72,14.0,6.85,102.42,chickpea
101.14,23.58,41.41,29.33,96.48,6.99,37.72,muskmelon
11.92,25.9,30.71,31.18,42.43,6.67,90.13,mango
44.52,76.56,24.2,34.86,71.74,6.05,85.51,blackgram
97.95,24.07,56.55,31.94,88.56,6.79,26.94,muskmelon
21.91,91.12,20.72,32.49,45.7,5.86,101.07,pigeonpeas
68.51,62.21,19.59,20.35,78.14,6.81,73.47,maize
19.76,11.69,8.27,18.45,99.74,6.3,122.46,orange
23.62,11.65,50.77,19.11,89.02,6.74,111.64,pomegranate
17.38,20.25,5.0,20.18,97.57,6.74,107.59,orange
23.64,54.44,14.11,26.43,70.84,6.55,50.53,lentil
104.4,12.38,42.38,22.28,79.9,6.75,61.17,watermelon
22.6,55.29,14.34,31.43,91.31,5.43,52.62,mungbean
24.44,16.46,26.93,28.06,87.45,5.66,191.52,coconut
21.02,43.77,12.03,31.58,88.33,6.58,41.89,mungbean
28.8,8.83,35.95,28.96,95.41,6.22,160.1,coconut
25.52,50.71,17.24,30.99,63.33,3.82,40.32,mothbeans
21.26,37.94,20.09,25.81,55.9,3.5,62.91,mothbeans
43.33,58.9,44.72,29.18,89.22,5.98,114.96,papaya
30.38,15.43,30.48,27.29,85.29,6.6,189.32,coconut
83.14,33.31,37.63,22.38,82.46,6.01,221.77,rice
81.48,42.77,21.89,22.36,58.97,6.13,82.12,maize
96.52,18.92,52.65,22.6,88.36,6.7,49.23,watermelon
16.26,136.31,175.93,22.49,77.76,5.91,43.74,grapes
100.58,32.44,21.84,25.11,54.87,7.07,113.14,coffee
21.1,25.5,39.67,25.37,88.88,6.0,84.38,pomegranate
28.29,21.47,37.7,20.05,96.01,6.07,80.69,pomegranate
41.93,59.22,81.94,16.04,14.0,6.64,66.84,chickpea
82.3,56.2,21.04,21.79,65.84,6.39,94.2,maize
23.08,25.19,28.58,37.76,52.77,5.41,91.57,mango
10.05,22.79,51.76,20.29,94.45,5.5,125.92,pomegranate
16.04,54.54,14.03,31.93,82.65,7.0,58.06,mungbean
105.54,47.63,44.36,25.74,80.7,7.52,87.2,cotton
22.47,41.96,19.42,30.07,83.27,7.26,37.91,mungbean
79.78,73.27,23.93,20.95,66.44,6.27,98.56,maize
15.49,65.09,15.01,20.53,24.87,5.95,126.82,kidneybeans
9.58,69.58,25.21,29.14,61.41,6.0,173.47,pigeonpeas
97.19,42.24,53.68,22.14,76.18,6.59,178.76,jute
104.59,33.51,20.7,24.36,55.93,6.66,159.0,coffee
114.52,50.59,47.8,29.27,75.17,7.19,99.92,cotton
68.5,55.72,28.94,28.85,71.63,6.78,189.87,jute
110.19,53.47,34.96,29.03,78.54,6.84,104.17,cotton
23.12,45.73,31.54,27.63,57.39,3.71,22.65,mothbeans
114.37,13.2,55.1,28.73,80.14,6.55,50.23,watermelon
79.19,82.39,43.33,25.99,83.11,5.77,104.17,banana
15.32,79.64,23.88,22.6,57.36,5.69,178.33,pigeonpeas
79.85,52.71,22.28,25.52,83.02,6.41,92.84,maize
16.44,131.91,202.77,25.65,79.56,6.14,41.62,grapes
25.97,24.25,41.05,38.91,57.99,6.21,112.92,mango
69.87,44.65,32.27,24.36,88.2,6.75,203.28,rice
14.93,122.85,150.51,21.29,86.65,5.51,86.14,apple
86.28,80.32,57.24,26.21,73.82,5.74,111.69,banana
106.45,31.0,20.73,17.75,55.75,6.3,180.2,coffee
24.44,50.07,9.11,31.27,57.3,3.71,56.83,mothbeans
30.34,133.72,177.18,20.22,95.3,5.6,109.34,apple
19.54,51.73,12.24,26.39,86.23,6.43,50.96,mungbean
110.56,38.71,39.52,28.31,85.05,7.02,98.05,cotton
29.55,10.09,26.09,33.35,95.19,5.54,148.76,coconut
100.55,88.87,36.09,23.38,78.76,6.27,112.88,banana
95.47,46.46,36.12,28.64,70.08,7.02,94.72,cotton
21.11,135.83,205.0,24.79,91.59,6.33,126.57,apple
10.5,18.62,51.22,21.9,90.79,6.36,108.94,pomegranate
94.06,25.08,32.14,29.76,51.28,6.51,117.67,coffee
36.8,68.62,83.24,20.28,14.0,7.34,34.08,chickpea
20.96,18.54,5.0,20.11,100.0,7.37,118.66,orange
64.9,55.78,17.32,32.28,70.86,6.74,63.85,blackgram
109.74,48.08,36.0,25.0,75.67,7.57,86.47,cotton
24.27,78.89,90.8,21.26,18.21,6.63,83.68,chickpea
68.49,35.09,40.64,25.32,78.14,5.69,170.31,rice
100.63,33.29,52.06,26.25,74.71,6.5,162.99,jute
42.43,60.3,50.14,34.93,89.49,6.24,154.06,papaya
28.13,64.7,20.85,23.94,37.96,5.74,110.71,pigeonpeas
109.76,28.45,35.47,28.25,48.93,6.84,162.28,coffee
98.11,17.1,58.22,23.56,74.7,6.49,27.53,watermelon
37.79,56.8,88.53,23.51,16.09,7.78,70.17,chickpea
60.4,41.78,41.86,22.36,76.48,6.31,202.2,rice
29.17,5.0,13.89,25.89,89.65,7.01,104.43,orange
43.48,65.13,20.63,31.27,65.27,6.44,87.92,blackgram
94.45,86.76,44.97,24.96,87.51,6.19,93.95,banana
74.13,17.65,45.74,25.2,87.85,6.98,49.27,watermelon
26.14,69.7,23.46,25.75,53.17,5.85,142.44,pigeonpeas
113.15,33.96,50.07,26.1,71.63,6.58,77.38,cotton
64.68,49.74,38.98,23.16,72.6,6.46,147.0,jute
95.77,32.98,27.4,24.79,42.33,6.42,174.69,coffee
20.93,35.54,17.11,30.76,80.25,6.44,73.14,mungbean
97.3,93.68,49.34,27.61,75.45,6.53,135.4,banana
19.61,44.46,22.5,30.3,70.84,6.98,39.19,mungbean
89.18,51.55,44.41,24.99,70.74,6.57,154.0,jute
20.25,125.66,205.0,24.57,83.42,5.31,66.08,grapes
12.96,12.75,30.46,31.55,53.49,5.67,83.71,mango
102.05,18.45,50.33,28.37,87.17,6.87,23.05,muskmelon
16.27,126.86,176.83,22.84,89.49,5.33,91.28,apple
121.6,48.24,43.31,21.44,74.99,7.09,74.04,cotton
95.59,25.32,53.37,27.15,83.66,5.62,47.31,watermelon
106.25,28.37,31.55,28.71,56.3,7.0,159.81,coffee
17.06,67.75,20.48,23.79,55.09,6.66,37.72,lentil
19.39,5.12,6.76,25.78,92.51,7.62,101.13,orange
72.24,50.03,23.21,24.32,45.0,6.48,84.69,maize
48.06,59.13,53.71,37.44,87.81,5.79,139.54,papaya
28.73,12.09,39.13,17.19,91.73,6.06,108.89,pomegranate
53.68,65.48,62.82,35.76,95.84,6.12,136.34,papaya
20.53,32.85,31.1,25.05,54.46,5.86,127.6,mango
9.1,85.22,20.34,24.48,67.19,6.96,45.52,lentil
43.34,66.59,45.81,30.83,91.64,6.59,143.51,papaya
119.68,52.08,55.13,21.93,81.2,7.28,56.59,cotton
24.73,64.44,20.9,25.87,56.84,6.42,43.25,lentil
109.43,48.64,38.45,21.54,71.36,6.97,120.38,cotton
21.04,19.66,37.55,27.59,91.42,5.16,130.27,pomegranate
17.53,14.16,30.68,29.44,93.37,5.73,164.04,coconut
68.24,41.63,13.74,23.48,59.89,5.2,95.83,maize
80.05,45.58,48.13,22.77,78.5,6.28,227.72,rice
83.6,30.98,31.39,29.84,73.72,6.8,151.03,jute
18.33,44.68,20.2,30.43,47.11,3.69,54.48,mothbeans
11.64,22.88,34.25,36.96,49.02,6.12,102.76,mango
14.22,118.71,183.67,25.64,90.35,6.1,75.33,grapes
120.04,52.39,47.17,28.41,84.49,6.36,66.91,cotton
23.78,17.59,23.41,29.37,90.82,6.35,132.58,coconut
63.92,43.38,26.39,20.06,63.88,6.47,69.89,maize
97.61,8.09,50.96,31.35,89.4,6.23,26.97,muskmelon
87.49,26.16,51.0,25.52,94.58,6.11,20.0,muskmelon
26.19,22.92,12.88,26.36,93.04,7.12,64.34,orange
17.52,67.88,21.58,21.41,57.43,3.76,86.24,mothbeans
22.1,54.2,15.78,30.29,81.34,6.5,60.97,mungbean
116.25,48.72,51.89,20.09,72.79,6.91,69.54,cotton
15.98,16.59,8.57,17.09,88.85,6.25,103.38,orange
23.0,25.02,32.22,33.84,46.28,6.34,68.4,mango
86.12,47.32,50.32,22.68,84.02,6.63,166.8,rice
64.48,42.45,21.76,23.19,47.77,6.62,48.96,maize
14.98,70.3,29.44,30.21,58.23,5.39,146.03,pigeonpeas
20.27,22.0,36.76,29.39,57.41,5.85,138.87,mango
52.01,77.55,96.25,23.7,18.54,6.55,63.66,chickpea
105.73,29.0,28.79,25.58,53.77,7.01,146.61,coffee
18.46,8.85,8.88,20.69,100.0,6.27,103.37,orange
20.83,24.53,23.72,25.56,53.35,6.02,131.15,mango
28.04,128.48,194.66,21.51,82.04,5.53,66.25,grapes
75.31,47.58,45.15,24.09,82.48,6.52,146.64,rice
96.91,92.61,50.11,24.76,91.44,5.53,135.1,banana
77.84,57.36,28.93,20.68,81.28,6.17,183.35,jute
115.36,84.72,65.87,25.48,76.97,5.39,132.45,banana
14.48,71.67,18.56,18.28,53.11,5.97,145.17,pigeonpeas
23.88,7.59,14.27,22.99,88.0,6.73,79.5,orange
60.81,59.73,76.47,12.51,20.6,6.74,73.93,chickpea
90.86,13.86,58.6,23.16,87.21,7.46,30.37,watermelon
16.0,98.98,11.14,27.46,54.85,6.33,32.06,lentil
69.89,55.34,31.65,25.67,78.53,7.36,103.06,jute
13.24,55.67,6.98,21.0,76.39,7.29,47.7,lentil
23.5,123.23,194.83,22.81,93.21,6.15,129.99,apple
113.59,29.12,29.56,21.06,49.93,7.2,140.72,coffee
25.89,38.39,24.73,34.23,88.86,6.58,48.79,mungbean
27.45,68.04,25.49,20.79,22.73,5.39,99.07,kidneybeans
73.84,39.69,46.13,25.71,83.85,7.23,213.96,jute
57.11,63.16,46.59,28.75,84.97,7.24,149.76,papaya
38.33,43.76,58.78,18.23,19.97,7.21,87.81,chickpea
19.53,8.88,5.0,24.91,96.89,6.69,81.12,orange
84.78,16.06,46.75,25.84,94.91,6.3,54.57,watermelon
90.01,10.69,54.95,31.05,84.47,6.29,41.17,muskmelon
68.77,41.77,18.79,20.12,57.07,6.37,61.6,maize
116.44,49.62,26.3,28.61,79.47,7.17,59.79,cotton
9.56,53.32,21.01,23.05,55.05,6.38,150.57,pigeonpeas
113.7,43.18,56.38,22.94,76.94,5.97,97.61,cotton
20.17,10.96,28.86,31.44,85.94,5.94,157.68,coconut
10.79,54.53,13.22,24.88,89.07,6.91,36.9,mungbean
18.23,66.36,20.04,24.0,51.93,6.95,57.13,lentil
106.43,27.85,27.6,23.79,62.61,6.97,186.82,coffee
18.34,51.26,17.07,26.43,57.12,3.5,50.09,mothbeans
70.81,47.54,27.33,23.68,74.71,6.67,154.21,jute
127.92,45.58,47.04,24.6,78.49,6.92,80.8,cotton
24.96,24.76,40.16,19.23,84.78,5.93,105.65,pomegranate
18.07,55.7,10.24,29.68,42.98,6.14,121.26,pigeonpeas
27.24,14.59,29.09,30.83,89.12,5.91,115.55,coconut
46.99,69.44,46.94,32.53,80.22,6.39,125.42,papaya
80.31,44.5,59.29,24.74,82.38,6.88,131.64,jute
18.98,36.51,33.22,33.02,60.11,6.22,76.68,mango
79.87,50.89,12.37,23.96,56.23,6.22,33.92,maize
74.81,24.56,46.39,20.64,79.68,6.9,229.87,jute
116.17,50.53,38.14,26.72,67.15,7.24,82.21,cotton
102.42,14.83,52.95,24.72,83.1,6.61,24.39,watermelon
21.75,61.3,17.93,31.95,49.78,5.89,154.86,pigeonpeas
107.27,28.57,30.38,21.29,58.17,6.7,147.81,coffee
7.61,10.47,37.76,19.36,80.29,6.01,87.04,pomegranate
105.3,29.33,30.03,25.13,53.7,7.7,119.49,coffee
15.56,52.44,23.31,29.97,80.99,6.99,46.88,mungbean
53.61,64.29,55.66,35.93,88.52,6.74,179.68,papaya
105.31,11.99,45.28,19.43,82.55,6.09,29.63,watermelon
23.41,56.43,17.35,24.92,57.38,5.26,179.71,pigeonpeas
103.17,8.62,47.35,27.22,74.73,6.59,68.29,watermelon
86.34,53.84,27.52,25.09,57.14,5.28,111.03,maize
21.47,27.35,34.03,28.88,63.32,5.64,101.32,mango
26.07,114.55,205.0,22.58,85.42,5.55,69.71,grapes
15.72,45.42,22.7,29.97,88.43,7.08,70.41,mungbean
78.26,51.82,19.5,21.88,66.0,5.69,108.81,maize
50.03,70.51,14.74,28.38,68.0,7.04,74.1,blackgram
12.89,137.11,184.23,26.94,93.24,5.55,116.61,apple
109.72,40.74,48.1,21.76,80.36,7.1,83.66,cotton
10.81,7.86,41.96,21.8,90.04,5.98,133.19,pomegranate
84.82,49.47,23.2,16.01,69.42,6.05,65.57,maize
19.28,21.5,9.83,17.29,93.84,6.92,77.93,orange
18.24,88.98,11.5,25.18,65.07,7.68,61.28,lentil
20.0,21.8,38.2,30.27,96.62,5.87,194.38,coconut
36.5,59.9,75.68,15.92,14.0,7.16,71.0,chickpea
41.48,77.04,66.54,20.01,15.45,7.28,57.22,chickpea
32.48,67.31,16.48,33.28,75.91,7.12,84.32,blackgram
20.92,66.54,10.46,24.88,49.48,5.94,163.74,pigeonpeas
64.52,70.99,20.66,21.93,70.11,6.52,83.59,maize
14.47,123.62,205.0,24.23,80.85,5.38,83.7,grapes
49.49,59.82,73.54,19.9,14.0,7.47,64.15,chickpea
105.31,20.44,57.08,28.85,94.96,6.6,20.0,muskmelon
21.54,65.19,16.9,25.33,64.55,6.44,60.54,lentil
35.77,58.02,78.13,20.93,22.33,7.15,80.0,chickpea
87.78,7.44,65.89,24.11,96.2,6.05,20.0,muskmelon
57.25,58.37,52.95,32.78,95.35,6.83,170.2,papaya
13.85,12.54,9.83,24.6,86.93,6.78,105.06,orange
38.85,67.15,19.49,32.87,51.02,6.29,66.35,blackgram
35.54,58.72,66.14,34.76,97.21,6.37,131.92,papaya
88.83,29.57,25.26,21.61,60.45,6.58,148.98,coffee
16.38,29.71,23.05,29.53,37.84,5.39,110.41,mango
17.13,13.05,11.31,18.57,89.04,7.33,89.69,orange
83.12,12.83,51.96,29.42,88.69,6.56,24.6,muskmelon
8.94,62.36,20.16,18.35,25.39,5.83,95.26,kidneybeans
19.07,127.65,203.7,17.14,78.5,6.13,66.1,grapes
58.53,61.27,51.36,35.14,92.74,6.68,106.72,papaya
13.62,66.04,12.09,25.59,66.73,7.19,40.21,lentil
19.15,128.95,192.17,23.94,96.02,6.54,78.48,apple
24.46,48.54,21.12,33.84,85.64,6.9,50.14,mungbean
78.62,40.79,45.61,21.88,79.6,7.45,172.34,rice
15.08,55.64,9.15,29.27,85.63,5.88,59.06,mungbean
13.43,17.15,9.44,26.67,91.75,6.86,109.55,orange
18.14,115.64,203.03,21.73,83.65,6.36,63.79,grapes
77.22,46.81,53.49,24.78,81.92,6.05,207.91,jute
18.94,129.79,196.1,19.03,100.0,6.12,121.27,apple
23.91,17.1,27.7,23.33,100.0,6.42,163.33,coconut
33.55,30.52,18.91,26.34,42.73,6.17,75.59,mango
104.68,35.79,32.02,27.22,60.13,6.79,120.45,coffee
17.05,17.71,11.04,23.19,90.35,7.98,97.67,orange
112.15,46.97,53.93,21.11,86.42,6.91,83.82,cotton
18.54,56.56,25.81,28.66,82.64,6.85,28.74,mungbean
24.87,48.58,22.77,30.35,81.5,6.31,56.13,mungbean
23.12,145.0,205.0,23.88,81.66,5.86,67.28,grapes
15.03,66.34,16.91,21.02,14.0,5.73,122.7,kidneybeans
22.46,39.48,22.4,29.23,76.92,6.35,40.57,mungbean
121.66,17.3,34.19,24.84,84.55,6.58,27.51,muskmelon
117.13,8.2,41.68,31.36,97.95,6.44,28.93,muskmelon
33.41,65.58,19.41,30.19,57.17,7.45,65.87,blackgram
32.56,115.81,174.69,26.55,85.91,5.96,66.88,grapes
53.08,62.97,49.39,30.34,95.7,7.31,101.2,papaya
23.59,18.65,57.14,22.11,78.91,5.46,145.24,pomegranate
106.59,22.26,56.64,21.41,84.39,5.38,74.37,watermelon
109.34,21.67,44.57,32.22,93.46,7.26,24.37,muskmelon
79.28,22.31,43.22,27.77,92.05,6.44,36.55,muskmelon
95.57,7.01,55.39,28.82,80.22,6.31,20.0,muskmelon
86.45,26.86,47.95,21.2,77.59,6.1,155.05,jute
21.15,145.0,182.37,20.21,90.96,6.0,132.52,apple
13.16,16.49,5.47,26.81,88.86,7.03,142.74,orange
96.05,18.1,32.71,27.33,82.85,6.67,44.13,watermelon
107.97,31.36,29.41,23.5,47.86,6.95,151.95,coffee
105.35,26.14,28.36,25.11,53.91,7.22,159.74,coffee
21.14,16.15,11.28,24.74,77.17,6.95,99.47,orange
103.99,89.41,44.1,27.25,82.38,6.77,97.31,banana
39.61,63.54,16.86,29.49,71.43,6.49,41.86,blackgram
25.42,145.0,191.76,19.94,97.9,5.97,148.55,apple
23.21,11.29,36.32,23.75,92.73,6.09,134.38,coconut
51.07,63.37,52.28,35.83,82.1,6.21,119.25,papaya
33.03,26.71,39.45,33.33,51.12,4.62,119.86,mango
106.87,77.97,69.62,30.89,73.26,5.91,88.21,banana
22.65,44.02,16.43,26.16,56.03,3.56,60.28,mothbeans
22.13,18.92,6.16,25.65,86.48,6.86,115.98,orange
53.17,71.76,55.66,36.53,92.23,6.58,142.81,papaya
118.18,43.78,40.02,26.22,90.56,7.2,113.65,cotton
65.36,48.85,33.07,22.06,84.16,6.24,190.71,rice
120.49,77.64,58.85,28.27,77.86,6.39,88.95,banana
26.97,50.5,24.12,27.35,59.15,3.6,23.45,mothbeans
10.61,53.95,10.03,19.87,83.1,6.29,50.62,lentil
105.44,11.04,54.79,26.11,92.61,6.37,30.69,muskmelon
22.78,9.18,19.33,26.78,92.14,5.45,178.4,coconut
77.14,76.72,42.54,27.04,72.43,5.71,133.71,banana
28.63,74.96,81.23,20.02,17.34,6.37,80.02,chickpea
30.12,67.85,12.52,18.52,20.83,5.68,96.74,kidneybeans
30.49,86.88,15.82,26.93,68.61,6.55,40.56,lentil
20.1,81.02,14.98,19.16,21.85,5.18,69.28,kidneybeans
72.82,32.8,22.81,27.84,52.98,7.47,110.1,coffee
88.43,83.93,51.29,24.25,81.01,5.41,72.87,banana
89.06,15.04,51.41,36.74,93.57,6.45,25.72,muskmelon
22.49,16.1,37.58,23.5,94.1,5.67,129.33,pomegranate
11.76,141.8,205.0,25.9,93.89,5.62,130.89,apple
27.54,16.12,34.97,25.37,97.19,5.31,208.27,coconut
20.09,64.57,24.89,21.32,62.29,6.54,28.57,lentil
29.58,67.88,47.9,29.11,90.35,7.26,103.23,papaya
21.23,64.4,15.42,24.35,66.35,3.51,71.27,mothbeans
22.24,81.78,19.08,30.24,60.54,7.44,68.24,blackgram
20.33,16.38,22.73,31.8,99.75,6.15,181.0,coconut
31.62,75.78,78.17,19.05,25.51,7.28,66.5,chickpea
71.32,30.36,38.45,24.31,74.13,6.32,211.1,jute
49.42,69.76,44.73,31.97,100.0,7.07,143.5,papaya
30.12,73.66,17.93,15.98,22.12,5.74,103.76,kidneybeans
21.97,67.98,17.74,30.15,42.12,6.25,110.22,pigeonpeas
18.5,15.81,9.28,20.23,94.14,7.69,75.8,orange
22.31,76.79,15.35,17.93,19.17,5.6,93.85,kidneybeans
11.54,138.57,199.39,17.28,100.0,6.21,126.15,apple
14.87,19.92,26.1,26.49,56.33,5.72,68.53,mango
92.22,23.51,62.79,29.7,90.64,6.16,22.39,muskmelon
70.27,35.1,38.13,16.15,74.96,6.92,209.05,jute
24.05,28.8,28.65,29.73,45.96,5.05,103.58,mango
89.01,7.37,60.68,19.42,87.58,6.35,51.95,watermelon
88.13,54.63,37.47,24.38,81.55,7.1,178.61,rice
69.29,46.88,43.67,21.63,79.71,7.3,166.3,jute
18.07,20.4,25.36,28.91,24.07,5.67,97.04,mango
23.84,67.72,19.53,33.84,58.22,5.77,163.89,pigeonpeas
20.03,71.63,21.3,22.08,28.03,5.59,114.59,kidneybeans
42.47,53.59,19.08,31.25,57.58,6.7,79.2,blackgram
45.47,59.94,18.79,31.37,66.29,7.41,64.19,blackgram
108.01,93.87,41.56,27.93,68.77,5.14,100.71,banana
19.8,68.29,14.91,24.72,53.31,7.54,27.86,lentil
27.75,57.46,20.25,22.48,24.67,6.08,111.85,kidneybeans
99.65,99.53,45.27,25.14,83.91,6.71,108.26,banana
20.11,136.06,205.0,18.87,79.33,5.63,92.14,grapes
17.43,84.47,15.72,22.11,49.18,5.73,210.59,pigeonpeas
5.23,63.74,22.42,21.32,57.11,6.49,21.38,lentil
22.05,19.91,50.63,17.76,97.0,5.78,101.04,pomegranate
130.26,41.0,35.56,25.1,75.28,6.55,68.61,cotton
44.29,62.49,93.75,19.47,15.7,6.87,77.11,chickpea
79.22,32.84,26.65,13.45,83.33,6.24,96.59,maize
19.66,142.05,200.12,19.34,93.91,6.52,116.57,apple
